PB_IDX,LI_IDX,EX_IDX,PB_NUM,PB_QUES,PB_DETAIL,PB_CHOI1,PB_CHOI2,PB_CHOI3,PB_CHOI4,PB_ANS,PB_SOLU,PB_CR,TOPIC_IDX
766,1,8,66,RIP 라우팅 프로토콜에 대한 설명으로 틀린 것은?,,경로 선택 메트릭은 홉 카운트(hop count)이다.,라우팅 프로토콜을 IGP와 EGP로 분류했을 때 EGP에 해당한다.,최단 경로 탐색에 Bellman-Ford 알고리즘을 사용한다.,각 라우터는 이웃 라우터들로부터 수신한 정보를 이용하여 라우팅 표를 갱신한다.,2,"RIP(Routing Information Protocol)는 라우팅 프로토콜의 한 종류로, 네트워크 내에서 라우터들이 서로 정보를 교환하여 최적의 경로를 찾는 데 사용됩니다.  문제에서 틀린 설명을 찾는 것이 목표인데요,  RIP는 각 라우터가 자신의 이웃 라우터들로부터 네트워크 정보를 받아 최단 경로를 계산하는 방식으로 동작합니다.  이때 사용하는 메트릭(경로 선택 기준)은 '홉 카운트(hop count)', 즉 경로 상의 라우터 개수입니다.  최단 경로는 홉 카운트가 가장 적은 경로를 의미하죠.  RIP는 이웃 라우터들로부터 정보를 받아 라우팅 테이블을 갱신하는 것은 맞습니다.  또한, RIP는 Bellman-Ford 알고리즘을 사용하여 최단 경로를 계산하는 것도 사실입니다.  하지만 RIP는 인터넷워크(인터넷)에서 사용되는 외부 게이트웨이 프로토콜(EGP)이 아니라, 하나의 자율 시스템(Autonomous System, AS) 내부에서 사용되는 내부 게이트웨이 프로토콜(IGP)입니다.  따라서, RIP를 EGP로 분류한 설명은 틀린 것입니다.  쉽게 말해, RIP는 같은 회사 내부 네트워크에서 최단 경로를 찾는 데 쓰이는 프로토콜이지, 서로 다른 회사 네트워크를 연결하는 데 쓰이는 프로토콜이 아니라는 뜻입니다.",37,49
767,1,8,67,다음에서 설명하는 프로세스 스케줄링은?,https://www.cbtbank.kr/images/iz/iz20220424/iz20220424m67.gif,FIFO 스케줄링,RR 스케줄링,HRN 스케줄링,MQ 스케줄링,3,"이 문제는 프로세스 스케줄링 알고리즘 중 하나를 묻고 있습니다.  프로세스 스케줄링이란, 여러 개의 프로세스(컴퓨터가 실행하는 작업)가 동시에 실행을 요청할 때, 어떤 프로세스에게 먼저 CPU를 할당할지 결정하는 방법입니다.  각 알고리즘은 고유한 방식으로 프로세스에 CPU를 할당하여 시스템 성능에 영향을 미칩니다.",47,44
768,1,8,68,UNIX 운영체제에 관한 특징으로 틀린 것은?,,하나 이상의 작업에 대하여 백그라운드에서 수행이 가능하다.,Multi-User는 지원하지만 Multi-Tasking은 지원하지 않는다.,트리 구조의 파일 시스템을 갖는다.,이식성이 높으며 장치 간의 호환성이 높다.,2,"UNIX 운영체제의 특징에 대한 문제입니다.  문제에서 틀린 것을 고르라고 했으므로, 각 선지가 UNIX의 실제 특징과 일치하는지 살펴보아야 합니다.  UNIX는 다중 사용자(Multi-User) 환경과 다중 작업(Multi-Tasking) 환경을 모두 지원하는 운영체제로 잘 알려져 있습니다.  여러 사용자가 동시에 시스템을 사용하고, 각 사용자는 여러 개의 프로그램을 동시에 실행할 수 있습니다.  백그라운드에서 작업을 수행하는 기능도 당연히 지원합니다.  또한, UNIX는 계층적인 트리 구조의 파일 시스템을 가지고 있으며, 이식성이 높고 다양한 하드웨어 플랫폼에서 동작하도록 설계되어 장치 간 호환성이 높다는 특징도 가지고 있습니다. 따라서,  UNIX가 Multi-User는 지원하지만 Multi-Tasking은 지원하지 않는다는 내용은 사실과 다릅니다.  UNIX는 두 기능 모두를 강력하게 지원하는 운영체제이기 때문입니다.  다른 선지들은 모두 UNIX의 주요 특징을 정확하게 반영하고 있습니다.",49,44
769,1,8,69,UDP 프로토콜의 특징이 아닌 것은?,,비연결형 서비스를 제공한다.,단순한 헤더 구조로 오버헤드가 적다.,"주로 주소를 지정하고, 경로를 설정하는 기능을 한다.",TCP와 같이 트랜스포트 계층에 존재한다.,3,"UDP 프로토콜은 데이터를 빠르게 전송하는 데 초점을 맞춘 비연결형 프로토콜입니다.  TCP와 달리 연결을 설정하거나 데이터 전송의 신뢰성을 보장하는 과정이 없기 때문에 오버헤드가 적고 속도가 빠릅니다.  따라서, 데이터 전송의 신뢰성이 중요하지 않고 속도가 중요한 애플리케이션(예: 실시간 스트리밍, 온라인 게임)에 주로 사용됩니다.  문제에서 틀린 설명은 주소를 지정하고 경로를 설정하는 기능을 한다는 것입니다.  주소 지정은 UDP도 하지만, 경로 설정은 라우팅 기능으로 네트워크 계층(IP 계층)에서 수행되는 작업이며, UDP는 경로 설정 기능을 담당하지 않습니다.  UDP는 단순히 데이터를 목적지 주소로 전송하는 역할만 수행합니다.  TCP와 마찬가지로 트랜스포트 계층에 존재하는 것은 맞는 설명입니다.",37,45
770,1,8,70,Python 데이터 타입 중 시퀀스(Sequence) 데이터 타입에 해당하며 다양한 데이터 타입들을 주어진 순서에 따라 저장할 수 있으나 저장된 내용을 변경할 수 없는 것은?,,복소수(complex) 타입,리스트(list) 타입,사전(dict) 타입,튜플(tuple) 타입,4,"Python에서 시퀀스(Sequence) 자료형은 데이터를 순서대로 나열하여 저장하는 자료형입니다.  리스트와 튜플은 모두 시퀀스 자료형에 속하지만, 중요한 차이점이 있습니다. 리스트는 저장된 내용을 변경할 수 있는 가변(mutable) 자료형인 반면, 튜플은 저장된 내용을 변경할 수 없는 불변(immutable) 자료형입니다.  즉, 튜플은 한번 생성된 후에는 그 안의 데이터를 추가하거나 삭제, 수정할 수 없습니다. 문제에서 ""저장된 내용을 변경할 수 없는 것""을 묻고 있으므로, 정답은 튜플입니다.  마치 한번 적은 종이에 적힌 내용을 지우거나 수정할 수 없는 것과 같다고 생각하면 이해하기 쉬울 것입니다.  다른 선택지들은 데이터를 변경할 수 있기 때문에 정답이 될 수 없습니다.",35,11
771,1,8,71,"다음 JAVA 프로그램이 실행되었을 때, 실행결과는?",https://www.cbtbank.kr/images/iz/iz20220424/iz20220424m71.gif,1 2 3 4,0 1 2 3,1 2 3,0 1 2,2,"이 JAVA 프로그램은 `for` 문을 이용하여 변수 `i`의 값을 0부터 3까지 증가시키면서 `System.out.print(i);`를 통해 `i`의 값을 출력합니다.  `System.out.print()`는 출력 후 줄바꿈을 하지 않고 다음 출력을 이어서 하기 때문에,  `i`의 값이 순차적으로 출력됩니다.  `for` 문은 `i`가 0일 때부터 시작하여 `i`가 3일 때까지 반복되므로,  결과적으로 0, 1, 2, 3이 순서대로 출력되는 것을 확인할 수 있습니다. 따라서 정답은 0 1 2 3을 출력하는 것입니다.  비전공자를 위해 쉽게 설명하자면,  컴퓨터가 0부터 시작해서 3까지 숫자를 하나씩 차례대로 화면에 보여주는 프로그램입니다.  줄바꿈 없이 숫자를 나열하므로 숫자들이 붙어서 출력됩니다.",55,41
772,1,8,72,다음 JAVA 프로그램이 실행되었을 때의 결과는?,https://www.cbtbank.kr/images/iz/iz20220424/iz20220424m72.gif,1,2,3,4,3,"이 문제는 Java의 기본적인 연산자 우선순위와 자료형 변환에 대한 이해를 묻는 문제입니다.  Java에서 연산은 일반적인 수학 연산과 마찬가지로 우선순위를 가지는데, 곱셈과 나눗셈이 덧셈과 뺄셈보다 우선적으로 계산됩니다.  문제의 식을 살펴보면 `1 + 2 * 3` 이라는 식이 있습니다.  곱셈이 덧셈보다 우선순위가 높으므로, 먼저 2와 3을 곱하여 6을 얻고, 그 결과에 1을 더하여 최종적으로 7이 됩니다.  하지만 문제에서 제시된 답변에는 7이 없고, 1부터 4까지의 정수만 제시되어 있습니다.  이는 문제 자체에 오류가 있거나, 문제의 의도가 다른 곳에 있는 것으로 추측됩니다.  제공된 정보만으로는 정확한 해석이 어렵습니다.  만약 문제의 식이 `(1 + 2) * 3` 이었다면 괄호 연산이 우선 적용되어 9가 되고,  `1 + (2 * 3)` 이었다면 7이 되는 등, 연산자 우선순위에 따라 결과가 달라집니다.  따라서 문제의 식 자체가 명확하지 않아 정답을 특정하기 어렵습니다.  정답으로 제시된 3이라는 숫자가 어떤 과정을 통해 도출되었는지 추가적인 정보가 필요합니다.  문제에 오류가 있을 가능성이 높습니다.",47,41
773,1,8,73,다음 중 Myers가 구분한 응집도(Cohesion)의 정도에서 가장 낮은 응집도를 갖는 단계는?,,순차적 응집도(Sequential Cohesion),기능적 응집도(Functional Cohesion),시간적 응집도(Temporal Cohesion),우연적 응집도(Coincidental Cohesion),4,"소프트웨어 모듈의 응집도는 모듈 내부 요소들의 관련성을 나타내는 척도입니다.  응집도가 높다는 것은 모듈 내부 요소들이 서로 밀접하게 관련되어 하나의 기능을 수행한다는 것을 의미하며, 반대로 응집도가 낮다는 것은 모듈 내부 요소들이 서로 관련성이 적거나 아예 무관하다는 것을 의미합니다.  Myers가 제시한 응집도의 종류 중에서 가장 낮은 응집도를 가진 것은  모듈 내부 요소들이 아무런 관련성 없이 우연히 모여 있는 경우입니다.  마치 서로 다른 종류의 과일을 한 바구니에 담아놓은 것과 같다고 생각하면 이해하기 쉽습니다.  다른 응집도 유형들은 어느 정도의 관련성을 가지고 있지만,  이 유형은  모듈 내부 요소들이 서로 전혀 연관이 없어 유지보수 및 재사용성이 매우 떨어지고,  오류 발생 시 문제 해결이 어려워지기 때문에  가장 낮은 응집도로 분류됩니다. 따라서,  모듈 내 요소들의 관련성이 전혀 없이 우연히 모여있는 경우가 가장 낮은 응집도를 갖는 단계입니다.",56,6
774,1,8,74,"다음 C언어 프로그램이 실행되었을 때, 실행 결과는?",https://www.cbtbank.kr/images/iz/iz20220424/iz20220424m74.gif,0,1,2,3,2,"이 C언어 코드는 변수 `x`를 0으로 초기화하고, 조건문 `if (x == 0)`을 통해 `x`의 값이 0인지 확인합니다.  `x`의 값이 0이므로 조건문 내부의 코드 `x = 1;`이 실행되어 `x`의 값은 1로 변경됩니다.  그 후 `printf(""%d\n"", x);`를 통해 `x`의 값(1)이 출력됩니다. 따라서 프로그램의 실행 결과는 1입니다.  조건문은 특정 조건이 참일 때만 코드 블록을 실행하는 제어문으로, 프로그램의 흐름을 제어하는 데 중요한 역할을 합니다. 이 문제는 C언어의 기본적인 문법, 특히 변수 선언, 초기화, 조건문의 사용 및 실행 흐름을 이해하고 있는지를 묻는 문제입니다.  비전공자라도 변수에 값을 저장하고, 조건에 따라 다른 동작을 하는 프로그램의 기본 원리를 이해할 수 있다면 쉽게 풀 수 있는 문제입니다.",38,41
775,1,8,75,IP 프로토콜의 주요 특징에 해당하지 않는 것은?,,체크섬(Checksum) 기능으로 데이터 체크섬(Data Checksum)만 제공한다.,"패킷을 분할, 병합하는 기능을 수행하기도 한다.",비연결형 서비스를 제공한다.,Best Effort 원칙에 따른 전송 기능을 제공한다.,1,"IP 프로토콜은 네트워크에서 데이터를 전송하는 데 사용되는 기본적인 프로토콜입니다.  문제에서 틀린 설명을 찾는 것이므로, 각 선택지가 IP 프로토콜의 특징과 일치하는지 살펴보겠습니다.  데이터의 무결성을 확인하기 위해 체크섬 기능을 사용하는 것은 맞지만, IP 프로토콜은 단순히 데이터의 오류를 검출하는 기능만 제공하며, 데이터의 오류를 수정하는 기능은 제공하지 않습니다.  즉, 데이터의 오류 검출만 하고 수정은 하지 않는다는 점이 중요합니다.  패킷을 분할하고 병합하는 기능은 IP 프로토콜의 중요한 기능 중 하나입니다.  데이터가 너무 크면 여러 개의 작은 패킷으로 나누어 전송하고, 목적지에서 다시 하나로 합치는 작업을 수행합니다.  IP 프로토콜은 비연결형(Connectionless) 서비스를 제공합니다.  이는 데이터를 전송하기 전에 연결을 설정할 필요가 없다는 것을 의미합니다.  데이터 패킷을 목적지로 보내는 것만 책임지고, 전송 성공 여부를 보장하지 않습니다.  마지막으로, IP 프로토콜은 Best Effort 원칙에 따라 작동합니다.  이는 최선을 다해 데이터를 전송하지만, 전송 성공을 보장하지 않는다는 것을 의미합니다.  패킷 손실이나 순서 변경이 발생할 수 있으며, 이러한 문제는 상위 계층 프로토콜(예: TCP)에서 처리해야 합니다. 따라서,  IP 프로토콜이 데이터 체크섬만 제공하고 오류 수정 기능을 제공하지 않는다는 설명이 틀린 것입니다.  IP 프로토콜은 오류 검출은 하지만, 오류 수정은 하지 않습니다.  오류 수정은 TCP와 같은 다른 프로토콜의 역할입니다.",32,45
776,1,8,76,"4개의 페이지를 수용할 수 있는 주기억장치가 있으며, 초기에는 모두 비어 있다고 가정한다. 다음의 순서로 페이지 참조가 발생할 때, LRU 페이지 교체 알고리즘을 사용할 경우 몇 번의 페이지 결함이 발생하는가?",https://www.cbtbank.kr/images/iz/iz20220424/iz20220424m76.gif,5회,6회,7회,8회,1,"이 문제는 주기억장치의 페이지 교체 알고리즘 중 하나인 LRU(Least Recently Used) 알고리즘을 이해하고 있는지를 묻는 문제입니다.  LRU 알고리즘은 가장 오랫동안 사용되지 않은 페이지를 교체하는 방식입니다.  문제에서 4개의 페이지를 수용하는 주기억장치가 있고, 초기에는 모두 비어있다고 했으므로, 처음 네 번의 페이지 참조는 모두 페이지 결함(페이지가 메모리에 없어서 디스크에서 읽어와야 하는 상황)이 발생합니다.  그 이후 페이지 참조가 발생할 때마다,  가장 오랫동안 사용되지 않은 페이지를 찾아서 새로운 페이지로 교체하게 됩니다.  문제에서 제시된 페이지 참조 순서를 따라 LRU 알고리즘을 적용해보면,  몇 번의 페이지 교체가 발생하는지 확인할 수 있습니다.  각 페이지 참조 시점에 메모리에 있는 페이지들을 기록하고,  새로운 페이지가 들어올 때 어떤 페이지가 교체되는지 추적하면 정답을 구할 수 있습니다.  페이지가 이미 메모리에 있다면 페이지 결함이 발생하지 않습니다.  이 과정을 차근차근 따라가면,  결국 총 페이지 결함의 횟수를 정확하게 계산할 수 있습니다.  비전공자라도 페이지 참조 순서대로 메모리에 어떤 페이지가 있는지 차례대로 적어가며 따라 하면 쉽게 이해할 수 있을 것입니다.",41,11
777,1,8,77,사용자 수준에서 지원되는 스레드(thread)가 커널에서 지원되는 스레드에 비해 가지는 장점으로 옳은 것은?,,한 프로세스가 운영체제를 호출할 때 전체 프로세스가 대기할 필요가 없으므로 시스템 성능을 높일 수 있다.,동시에 여러 스레드가 커널에 접근할 수 있으므로 여러 스레드가 시스템 호출을 동시에 사용할 수 있다.,각 스레드를 개별적으로 관리할 수 있으므로 스레드의 독립적인 스케줄링이 가능하다.,커널 모드로의 전환 없이 스레드 교환이 가능하므로 오버헤드가 줄어든다.,4,"사용자 수준 스레드(thread)와 커널 수준 스레드의 차이점을 이해하는 것이 중요합니다.  커널 수준 스레드는 운영체제 커널에 의해 직접 관리되지만, 사용자 수준 스레드는 사용자 공간에서 라이브러리에 의해 관리됩니다.  문제에서 묻는 것은 사용자 수준 스레드의 장점입니다.  사용자 수준 스레드는 스레드 간의 전환(context switching)이 커널의 개입 없이 사용자 공간에서 이루어집니다.  커널 모드로 전환하는 과정(커널 호출)은 상당한 오버헤드를 발생시키는데, 사용자 수준 스레드는 이러한 오버헤드를 줄일 수 있습니다.  즉, 스레드 간 전환 속도가 빨라져 시스템의 전반적인 성능 향상에 기여합니다.  다른 선택지는 커널 수준 스레드의 특징이나, 사용자 수준 스레드의 단점을 기술하고 있거나, 사실과 다릅니다. 따라서 사용자 수준 스레드의 가장 큰 장점은 커널 모드로의 전환 없이 스레드 교환이 가능하다는 점이며, 이로 인해 오버헤드가 감소한다는 것입니다.",27,44
778,1,8,78,한 모듈이 다른 모듈의 내부 기능 및 그 내부 자료를 참조하는 경우의 결합도는?,,내용 결합도(Content Coupling),제어 결합도(Control Coupling),공통 결합도(Common Coupling),스탬프 결합도(Stamp Coupling),1,"한 모듈이 다른 모듈의 내부 기능과 내부 자료까지 직접적으로 참조하는 경우를 생각해 봅시다.  이는 마치 다른 모듈의 '속'을 들여다보고 그 안의 내용을 마음대로 사용하는 것과 같습니다. 이렇게 되면 모듈 간의 의존성이 매우 높아져서, 한 모듈의 변경이 다른 모듈에 예상치 못한 영향을 미칠 수 있습니다.  소프트웨어 유지보수가 어려워지고, 오류 발생 가능성도 높아집니다.  이처럼 다른 모듈의 내부 데이터와 기능에 직접 접근하는 결합 방식을 '내용 결합도'라고 합니다.  내용 결합도는 결합도 중에서 가장 강한 결합으로,  소프트웨어 설계 시 피해야 할 결합 방식입니다.  다른 결합도들은 내부 자료나 기능에 직접 접근하지 않고, 특정 인터페이스나 제한된 정보만을 통해 상호 작용하는 방식이기 때문에 내용 결합도보다 결합도가 낮습니다. 따라서 한 모듈이 다른 모듈의 내부 기능 및 내부 자료를 참조하는 경우는 내용 결합도에 해당합니다.",47,6
779,1,8,79,"a[0]의 주소값이 10일 경우 다음 C언어 프로그램이 실행되었을 때의 결과는? (단, int 형의 크기는 4Byte로 가정한다.)",https://www.cbtbank.kr/images/iz/iz20220424/iz20220424m79.gif,"14, 10","14, 14","18, 10","18, 14",3,"이 문제는 C언어에서 배열의 메모리 주소와 크기를 이해하고 있는지를 묻는 문제입니다.  `int`형 변수는 4바이트(Byte)의 크기를 가지므로, 배열 `a`의 각 원소는 4바이트의 공간을 차지합니다.  `a[0]`의 주소가 10이라고 주어졌습니다.  그렇다면 `a[1]`의 주소는 `a[0]`의 주소에 `int`형 크기(4바이트)를 더한 값이 됩니다. 따라서 `a[1]`의 주소는 10 + 4 = 14가 됩니다.  프로그램에서 `printf` 함수를 통해 `&a[1]` (a[1]의 주소)과 `a + 1` (a[0]의 주소 + int형 크기, 즉 a[1]의 주소)의 값을 출력하는데,  둘 다 `a[1]`의 주소값인 14를 출력합니다.  그리고 `a[0]`의 값은 10으로 주어졌으므로, `a[0]`의 값 자체는 10입니다.  결론적으로, `a[1]`의 주소와 `a[0]`의 값을 출력하는 것이므로, 정답은 `a[1]`의 주소 14와 `a[0]`의 값 10이 됩니다.",35,11
780,1,8,80,모듈화(Modularity)와 관련한 설명으로 틀린 것은?,,시스템을 모듈로 분할하면 각각의 모듈을 별개로 만들고 수정할 수 있기 때문에 좋은 구조가 된다.,응집도는 모듈과 모듈 사이의 상호의존 또는 연관 정도를 의미한다.,모듈 간의 결합도가 약해야 독립적인 모듈이 될 수 있다.,모듈 내 구성 요소들 간의 응집도가 강해야 좋은 모듈 설계이다.,2,"이 문제는 소프트웨어 모듈화의 핵심 개념인 응집도와 결합도를 얼마나 잘 이해하고 있는지 묻는 문제입니다.  소프트웨어 시스템을 여러 개의 작은 모듈로 나누는 모듈화는 시스템을 이해하고 관리하기 쉽게 만들어주는 중요한 설계 원칙입니다.  각 모듈은 특정 기능을 담당하며,  모듈 간의 관계(결합도)가 약하고, 모듈 내부 요소 간의 관계(응집도)가 강할수록 좋은 설계라고 할 수 있습니다.  마치 레고 블록처럼, 각 블록(모듈)은 독립적으로 만들고 조립할 수 있지만,  블록끼리 잘 맞물려(강한 응집도) 전체 구조를 이루어야 합니다.  만약 블록들이 서로 엉켜있거나(강한 결합도),  각 블록이 제 기능을 제대로 못한다면(약한 응집도)  멋진 레고 작품을 만들 수 없겠죠?  틀린 설명은 모듈과 모듈 사이의 관계를 설명하는 용어인 '응집도'의 정의를 잘못 이해한 것입니다. 응집도는 모듈 *내부* 요소 간의 연관성을 나타내는 용어이며, 모듈 *사이*의 관계는 '결합도'로 설명합니다.  따라서, 모듈 간의 관계를 응집도라고 설명한 것은 잘못된 것입니다.",36,6
781,1,8,81,소프트웨어 개발에서 정보보안 3요소에 해당 하지 않는 설명은?,,기밀성 : 인가된 사용자에 대해서만 자원 접근이 가능하다.,무결성 : 인가된 사용자에 대해서만 자원 수정이 가능하며 전송중인 정보는 수정되지 않는다.,가용성 : 인가된 사용자는 가지고 있는 권한 범위 내에서 언제든 자원 접근이 가능하다.,휘발성 : 인가된 사용자가 수행한 데이터는 처리 완료 즉시 폐기 되어야 한다.,4,"소프트웨어 개발에서 정보보안은 데이터의 기밀성, 무결성, 가용성을 보장하는 것을 목표로 합니다.  기밀성은 허가받지 않은 접근을 막아 중요한 정보를 보호하는 것이고, 무결성은 데이터의 정확성과 신뢰성을 유지하는 것을 의미하며, 가용성은 필요한 사람이 언제든지 데이터에 접근할 수 있도록 하는 것을 의미합니다.  문제에서 제시된 잘못된 설명은 데이터 처리 후 즉시 폐기되어야 한다는 내용입니다.  이는 데이터의 '휘발성'에 대한 설명인데, 정보보안의 핵심 요소는 아니며,  오히려 특정 상황(예: 일회용 비밀번호)에서 필요한 보안 조치일 수는 있지만, 모든 데이터에 적용될 필요는 없습니다.  정보보안의 3요소는 데이터의 안전성과 신뢰성을 확보하는 데 중점을 두고 있기 때문에, 데이터의 처리 방식(즉시 폐기 여부)은 정보보안의 핵심 요소라고 보기 어렵습니다. 따라서 정보보안 3요소에 해당하지 않는 설명은 데이터의 즉시 폐기 여부에 대한 설명입니다.",49,53
782,1,8,82,"어떤 외부 컴퓨터가 접속되면 접속 인가 여부를 점검해서 인가된 경우에는 접속이 허용되고, 그 반대의 경우에는 거부할 수 있는 접근제어 유틸리티는?",,tcp wrapper,trace checker,token finder,change detector,1,"이 문제는 외부 컴퓨터의 접근을 제어하는 유틸리티를 묻고 있습니다.  외부 컴퓨터가 접속을 시도하면,  접근이 허용될지 거부될지를 결정하는 기능이 핵심입니다.  정답인 유틸리티는  TCP/IP 네트워크를 통해 접속하는 컴퓨터의 접근을 제어하는 역할을 합니다.  마치 문지기처럼,  접속을 요청하는 컴퓨터의 정보를 확인하고, 미리 설정된 규칙에 따라 접근을 허용하거나 거부합니다.  예를 들어, 특정 IP 주소에서만 접속을 허용하거나, 특정 사용자만 접속을 허용하는 등의 규칙을 설정할 수 있습니다. 다른 선택지는 네트워크 분석이나 보안과 관련된 용어이지만,  외부 접속에 대한 인가 여부를 직접적으로 제어하는 기능을 제공하지는 않습니다. 따라서, 외부 컴퓨터의 접속을 인가하고 제어하는 기능을 가진 유틸리티가 정답입니다.  쉽게 말해,  컴퓨터의 출입문을 관리하는 경비원과 같은 역할을 하는 것이라고 생각하면 이해하기 쉬울 것입니다.",30,31
783,1,8,83,기기를 키오스크에 갖다 대면 원하는 데이터를 바로 가져올 수 있는 기술로 10㎝ 이내 근접 거리에서 기가급 속도로 데이터 전송이 가능한 초고속 근접무선통신(NFC : Near Field Communication) 기술은?,,BcN(Broadband Convergence Network),Zing,Marine Navi,C-V2X(Cellular Vehicle To Everything),2,"문제에서 설명하는 기술은 기기를 키오스크에 갖다 대는 것만으로 데이터를 주고받을 수 있는, 매우 가까운 거리에서 작동하는 초고속 통신 기술입니다.  10cm 이내의 근접 거리에서 기가급 속도로 데이터를 전송한다는 점이 중요한 특징입니다.  선택지들을 살펴보면,  'Zing'이라는 기술이 바로 이러한 근접무선통신 기술을 의미합니다.  Zing은 NFC(Near Field Communication) 기술을 기반으로 하여,  스마트폰이나 카드 등의 기기를 키오스크와 가까이 가져다 대면 빠르게 데이터를 교환할 수 있도록 설계된 기술입니다. 다른 선택지는 광대역 융합 네트워크, 해상 내비게이션 시스템, 차량-사물 통신 기술 등으로, 문제에서 제시된 근접 무선 통신 기술과는 직접적인 관련이 없습니다. 따라서 'Zing'이 정답입니다.  NFC 기술은 우리 주변에서 교통카드나 간편결제 등에 널리 사용되고 있는 친숙한 기술이기도 합니다.",28,49
784,1,8,84,취약점 관리를 위한 응용 프로그램의 보안 설정과 가장 거리가 먼 것은?,,서버 관리실 출입 통제,실행 프로세스 권한 설정,운영체제의 접근 제한,운영체제의 정보 수집 제한,1,"이 문제는 응용 프로그램의 보안 설정과 관련된 내용을 묻고 있습니다.  응용 프로그램 자체의 보안을 강화하기 위해서는 프로그램 내부의 실행 권한 설정, 운영체제 차원의 접근 제어, 민감한 정보에 대한 접근 제한 등을 설정해야 합니다.  하지만 서버 관리실 출입 통제는 물리적인 보안에 해당하는 내용으로, 응용 프로그램 자체의 보안 설정과는 직접적인 관련이 없습니다.  응용 프로그램의 보안은 소프트웨어적인 접근으로 이루어져야 하며,  물리적인 접근 통제는 서버 전체의 보안을 위한 부수적인 조치일 뿐, 응용 프로그램의 보안 설정 자체는 아닙니다. 따라서 서버 관리실 출입 통제는 응용 프로그램의 보안 설정과 가장 거리가 먼 선택지입니다.  다른 선택지들은 모두 소프트웨어적인 보안 설정에 직접적으로 영향을 미치는 요소들입니다.",47,53
785,1,8,85,소프트웨어 개발 프레임워크와 관련한 설명으로 가장 적절하지 않은 것은?,,반제품 상태의 제품을 토대로 도메인별로 필요한 서비스 컴포넌트를 사용하여 재사용성 확대와 성능을 보장 받을 수 있게 하는 개발 소프트웨어이다.,"라이브러리와는 달리 사용자 코드에서 프레임워크를 호출해서 사용하고, 그에 대한 제어도 사용자 코드가 가지는 방식이다.",설계 관점에 개발 방식을 패턴화시키기 위한 노력의 결과물인 소프트웨어 디자인 패턴을 반제품 소프트웨어 상태로 집적화시킨 것으로 볼 수 있다.,프레임워크의 동작 원리를 그 제어 흐름의 일반적인 프로그램 흐름과 반대로 동작한다고 해서 IoC(Inversion of Control)이라고 설명하기도 한다.,2,"소프트웨어 개발 프레임워크는 건물의 골조와 같습니다.  건물을 지을 때 벽돌이나 기둥을 하나하나 쌓는 것이 아니라, 미리 만들어진 골조에 벽돌과 기둥을 채워 넣듯이, 프레임워크는 미리 만들어진 뼈대를 제공하여 개발자가 그 위에 기능을 추가하는 방식으로 소프트웨어를 개발하게 합니다.  틀린 설명은 프레임워크의 제어 흐름이 사용자 코드에 의해 결정된다는 것입니다.  프레임워크는 사용자 코드를 *호출하는* 쪽이지, 사용자 코드가 프레임워크를 호출하는 것이 아닙니다.  즉, 프로그램의 전체적인 흐름(제어)은 프레임워크가 가지고 있으며, 사용자 코드는 프레임워크가 제공하는 틀 안에서 동작하게 됩니다.  이러한 제어의 역전(Inversion of Control, IoC)이 프레임워크의 핵심적인 특징 중 하나입니다.  마치 건물의 골조가 건물의 구조와 흐름을 결정하듯이, 프레임워크가 소프트웨어의 전체적인 흐름을 제어하고, 사용자 코드는 그 흐름에 맞춰 기능을 구현하는 역할을 합니다.  따라서 사용자 코드가 프레임워크를 제어하는 것이 아니라, 프레임워크가 사용자 코드를 제어하는 것이 정확한 설명입니다.  다른 선지는 프레임워크의 재사용성, 디자인 패턴과의 관계, IoC 개념을 잘 설명하고 있습니다.",30,48
